399.985280,0.492063
400.329500,0.388889
400.673680,0.373333
401.017820,0.353659
401.361920,0.444444
401.705980,0.364865
402.050000,0.392857
402.393980,0.372093
402.737920,0.416667
403.081820,0.345238
403.425680,0.404762
403.769500,0.395349
404.113280,0.397590
404.457020,0.376471
404.800720,0.322222
405.144380,0.333333
405.488000,0.387097
405.831580,0.379310
406.175120,0.408163
406.518620,0.402062
406.862080,0.388889
407.205500,0.382353
407.548880,0.466667
407.892220,0.364583
408.235520,0.378947
408.578780,0.357895
408.922000,0.344086
409.265180,0.311111
409.608320,0.336538
409.951420,0.369565
410.294480,0.333333
410.637500,0.410526
410.980480,0.467391
411.323420,0.391753
411.666320,0.404040
412.009180,0.339450
412.352000,0.354545
412.694780,0.313725
413.037520,0.363636
413.380220,0.476190
413.722880,0.373832
414.065500,0.394495
414.408080,0.358333
414.750620,0.304000
415.093120,0.355372
415.435580,0.396825
415.778000,0.404580
416.120380,0.404959
416.462720,0.366667
416.805020,0.417910
417.147280,0.429687
417.489500,0.389706
417.831680,0.427536
418.173820,0.480916
418.515920,0.428571
418.857980,0.421384
419.200000,0.433121
419.541980,0.432099
419.883920,0.500000
420.225820,0.417647
420.567680,0.447059
420.909500,0.463855
421.251280,0.421875
421.593020,0.428571
421.934720,0.440860
422.276380,0.458763
422.618000,0.471503
422.959580,0.430000
423.301120,0.441315
423.642620,0.476415
423.984080,0.448276
424.325500,0.459459
424.666880,0.493274
425.008220,0.521739
425.349520,0.520179
425.690780,0.543103
426.032000,0.527426
426.373180,0.440816
426.714320,0.519149
427.055420,0.479508
427.396480,0.529412
427.737500,0.512397
428.078480,0.496032
428.419420,0.508065
428.760320,0.522088
429.101180,0.544304
429.442000,0.565737
429.782780,0.576763
430.123520,0.552941
430.464220,0.521401
430.804880,0.547244
431.145500,0.534091
431.486080,0.554264
431.826620,0.544402
432.167120,0.533333
432.507580,0.581395
432.848000,0.572549
433.188380,0.559701
433.528720,0.593870
433.869020,0.576336
434.209280,0.606742
434.549500,0.585821
434.889680,0.574007
435.229820,0.593870
435.569920,0.579151
435.909980,0.580205
436.250000,0.608059
436.589980,0.609589
436.929920,0.583333
437.269820,0.611486
437.609680,0.607717
437.949500,0.581470
438.289280,0.552870
438.629020,0.603175
438.968720,0.620690
439.308380,0.621302
439.648000,0.584570
439.987580,0.578212
440.327120,0.576271
440.666620,0.581461
441.006080,0.566845
441.345500,0.574684
441.684880,0.605744
442.024220,0.584450
442.363520,0.611111
442.702780,0.579327
443.042000,0.580645
443.381180,0.605568
443.720320,0.591324
444.059420,0.628505
444.398480,0.589165
444.737500,0.578947
445.076480,0.594235
445.415420,0.595133
445.754320,0.590200
446.093180,0.580247
446.432000,0.570565
446.770780,0.595573
447.109520,0.555773
447.448220,0.581162
447.786880,0.573705
448.125500,0.573077
448.464080,0.563851
448.802620,0.585878
449.141120,0.567108
449.479580,0.563567
449.818000,0.562852
450.156380,0.570397
450.494720,0.554965
450.833020,0.564054
451.171280,0.533333
451.509500,0.557223
451.847680,0.566485
452.185820,0.555970
452.523920,0.548689
452.861980,0.552920
453.200000,0.553309
453.537980,0.538175
453.875920,0.531481
454.213820,0.545794
454.551680,0.548689
454.889500,0.517304
455.227280,0.566337
455.565020,0.548571
455.902720,0.532588
456.240380,0.539326
456.578000,0.560229
456.915580,0.547310
457.253120,0.546618
457.590620,0.524150
457.928080,0.549729
458.265500,0.545290
458.602880,0.540687
458.940220,0.536972
459.277520,0.535714
459.614780,0.534151
459.952000,0.540541
460.289180,0.522109
460.626320,0.540956
460.963420,0.517888
461.300480,0.550820
461.637500,0.567340
461.974480,0.551724
462.311420,0.558400
462.648320,0.548387
462.985180,0.539535
463.322000,0.545312
463.658780,0.540785
463.995520,0.555723
464.332220,0.552975
464.668880,0.560651
465.005500,0.567455
465.342080,0.567039
465.678620,0.581989
466.015120,0.579092
466.351580,0.602721
466.688000,0.573879
467.024380,0.582361
467.360720,0.590406
467.697020,0.585749
468.033280,0.596852
468.369500,0.615476
468.705680,0.595181
469.041820,0.616454
469.377920,0.616845
469.713980,0.620495
470.050000,0.624599
470.385980,0.625541
470.721920,0.616613
471.057820,0.643080
471.393680,0.627033
471.729500,0.636274
472.065280,0.636986
472.401020,0.646833
472.736720,0.665072
473.072380,0.650824
473.408000,0.660112
473.743580,0.678368
474.079120,0.677328
474.414620,0.683440
474.750080,0.680036
475.085500,0.688182
475.420880,0.691606
475.756220,0.702944
476.091520,0.700643
476.426780,0.706294
476.762000,0.704686
477.097180,0.728829
477.432320,0.730942
477.767420,0.717117
478.102480,0.736888
478.437500,0.740283
478.772480,0.747350
479.107420,0.727592
479.442320,0.741879
479.777180,0.737831
480.112000,0.754585
480.446780,0.766520
480.781520,0.753065
481.116220,0.745909
481.450880,0.755245
481.785500,0.752365
482.120080,0.763514
482.454620,0.770017
482.789120,0.783069
483.123580,0.781787
483.458000,0.786458
483.792380,0.791595
484.126720,0.775128
484.461020,0.785590
484.795280,0.782019
485.129500,0.790759
485.463680,0.794068
485.797820,0.784053
486.131920,0.794915
486.465980,0.803556
486.800000,0.809283
487.133980,0.807853
487.467920,0.790871
487.801820,0.813476
488.135680,0.786122
488.469500,0.801314
488.803280,0.800322
489.137020,0.807850
489.470720,0.795603
489.804380,0.806139
490.138000,0.814516
490.471580,0.795597
490.805120,0.818910
491.138620,0.799383
491.472080,0.800922
491.805500,0.804116
492.138880,0.796117
492.472220,0.810502
492.805520,0.790490
493.138780,0.808670
493.472000,0.817100
493.805180,0.797965
494.138320,0.790948
494.471420,0.792466
494.804480,0.800860
495.137500,0.791608
495.470480,0.796810
495.803420,0.815439
496.136320,0.793919
496.469180,0.785428
496.802000,0.793127
497.134780,0.804103
497.467520,0.772934
497.800220,0.794608
498.132880,0.787667
498.465500,0.785489
498.798080,0.783935
499.130620,0.787523
499.463120,0.785181
499.795580,0.790214
500.128000,0.779794
500.460380,0.773373
500.792720,0.755800
501.125020,0.760369
501.457280,0.774471
501.789500,0.755079
502.121680,0.760492
502.453820,0.758101
502.785920,0.756031
503.117980,0.751346
503.450000,0.763566
503.781980,0.755910
504.113920,0.746781
504.445820,0.739639
504.777680,0.742408
505.109500,0.726085
505.441280,0.724372
505.773020,0.731491
506.104720,0.723371
506.436380,0.734927
506.768000,0.741201
507.099580,0.718829
507.431120,0.719171
507.762620,0.720145
508.094080,0.718332
508.425500,0.721878
508.756880,0.720954
509.088220,0.718572
509.419520,0.716658
509.750780,0.705279
510.082000,0.707988
510.413180,0.704045
510.744320,0.696319
511.075420,0.700051
511.406480,0.698123
511.737500,0.680290
512.068480,0.690722
512.399420,0.686326
512.730320,0.693642
513.061180,0.683765
513.392000,0.675318
513.722780,0.693298
514.053520,0.686400
514.384220,0.686400
514.714880,0.681406
515.045500,0.690232
515.376080,0.693635
515.706620,0.681378
516.037120,0.683779
516.367580,0.681668
516.698000,0.680287
517.028380,0.683278
517.358720,0.675404
517.689020,0.667034
518.019280,0.674107
518.349500,0.680743
518.679680,0.678409
519.009820,0.672646
519.339920,0.672433
519.669980,0.667789
520.000000,0.680947
520.329980,0.685035
520.659920,0.665719
520.989820,0.670487
521.319680,0.673132
521.649500,0.685121
521.979280,0.664000
522.309020,0.689796
522.638720,0.677976
522.968380,0.691820
523.298000,0.681185
523.627580,0.685303
523.957120,0.685121
524.286620,0.693426
524.616080,0.692573
524.945500,0.702687
525.274880,0.708671
525.604220,0.693103
525.933520,0.702017
526.262780,0.697714
526.592000,0.702748
526.921180,0.702550
527.250320,0.713322
527.579420,0.711485
527.908480,0.707010
528.237500,0.714129
528.566480,0.720661
528.895420,0.727223
529.224320,0.726571
529.553180,0.712613
529.882000,0.732546
530.210780,0.732552
530.539520,0.730932
530.868220,0.743129
531.196880,0.740721
531.525500,0.733020
531.854080,0.753191
532.182620,0.765176
532.511120,0.745408
532.839580,0.779687
533.168000,0.768293
533.496380,0.772107
533.824720,0.770143
534.153020,0.761062
